bacteria,host_o_antigen_type,host_o_antigen_score,host_lps_core_type,host_receptor_btub_score,host_receptor_fadL_score,host_receptor_fhua_score,host_receptor_lamB_score,host_receptor_lptD_score,host_receptor_nfrA_score,host_receptor_ompA_score,host_receptor_ompC_score,host_receptor_ompF_score,host_receptor_tolC_score,host_receptor_tsx_score,host_receptor_yncD_score,host_capsule_profile_kfia_score,host_capsule_profile_kfib_score,host_capsule_profile_kfic_score,host_capsule_profile_kfid_score,host_capsule_profile_kfoa_score,host_capsule_profile_kfob_score,host_capsule_profile_kfoc_score,host_capsule_profile_kfod_score,host_capsule_profile_kfoe_score,host_capsule_profile_kfof_score,host_capsule_profile_kfog_score,host_capsule_profile_kpsc_score,host_capsule_profile_kpsc_2_score,host_capsule_profile_kpsd_score,host_capsule_profile_kpse_score,host_capsule_profile_kpse_2_score,host_capsule_profile_kpsf_score,host_capsule_profile_kpsm_score,host_capsule_profile_kpsm_2_score,host_capsule_profile_kpss_score,host_capsule_profile_kpst_score,host_capsule_profile_kpst_2_score,host_capsule_profile_kpsu_score,host_capsule_profile_neu_score,host_capsule_profile_neua_score,host_capsule_profile_neub_score,host_capsule_profile_neud_score,host_capsule_profile_neue_score,host_capsule_profile_neus_score,host_capsule_profile_rmla_score,host_capsule_profile_rmlb_score,host_capsule_profile_rmlc_score,host_capsule_profile_rmld_score,host_capsule_profile_wckc_score,host_capsule_profile_wcke_score,host_capsule_profile_wckf_score,host_capsule_profile_wckg_score,host_capsule_profile_wckh_score,host_capsule_profile_wcki_score,host_capsule_profile_cluster_19_score,host_capsule_profile_cluster_20_score,host_capsule_profile_cluster_23_score,host_capsule_profile_cluster_25_score,host_capsule_profile_cluster_26_score,host_capsule_profile_cluster_27_score,host_capsule_profile_cluster_28_score,host_capsule_profile_cluster_29_score,host_capsule_profile_cluster_32_score,host_capsule_profile_cluster_39_score,host_capsule_profile_cluster_40_score,host_capsule_profile_cluster_42_score,host_capsule_profile_cluster_43_score,host_capsule_profile_cluster_44_score,host_capsule_profile_cluster_45_score,host_capsule_profile_cluster_47_score,host_capsule_profile_cluster_48_score,host_capsule_profile_cluster_49_score,host_capsule_profile_cluster_51_score,host_capsule_profile_cluster_52_score,host_capsule_profile_cluster_53_score,host_capsule_profile_cluster_54_score,host_capsule_profile_cluster_55_score,host_capsule_profile_cluster_56_score,host_capsule_profile_cluster_57_score,host_capsule_profile_cluster_58_score,host_capsule_profile_cluster_59_score,host_capsule_profile_cluster_60_score,host_capsule_profile_cluster_61_score,host_capsule_profile_cluster_62_score,host_capsule_profile_cluster_63_score,host_capsule_profile_cluster_64_score,host_capsule_profile_cluster_65_score,host_capsule_profile_cluster_66_score,host_capsule_profile_cluster_67_score,host_capsule_profile_cluster_72_score,host_capsule_profile_cluster_73_score,host_capsule_profile_cluster_74_score,host_capsule_profile_cluster_75_score,host_capsule_profile_cluster_76_score,host_capsule_profile_cluster_77_score,host_capsule_profile_cluster_78_score,host_capsule_profile_cluster_79_score,host_capsule_profile_cluster_80_score,host_capsule_profile_cluster_83_score,host_capsule_profile_cluster_84_score,host_capsule_profile_cluster_85_score,host_capsule_profile_cluster_86_score,host_capsule_profile_cluster_87_score,host_capsule_profile_cluster_88_score,host_capsule_profile_cluster_89_score,host_capsule_profile_cluster_90_score,host_capsule_profile_cluster_91_score,host_capsule_profile_cluster_92_score,host_capsule_profile_cluster_93_score,host_capsule_profile_cluster_94_score,host_capsule_profile_cluster_95_score,host_capsule_profile_cluster_97_score,host_capsule_profile_cluster_98_score,host_capsule_profile_cluster_99_score
NILS40,O2/O50,142.869354,,1407.7146,1011.639893,1228.322876,1024.96582,1834.819946,2220.349121,760.656311,768.522888,800.040161,1045.020996,691.688721,1604.86145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,55.44371,0.0,0.0,0.0,0.0,48.512646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.184668,527.62439,75.476715,0.0,0.0,561.95166,0.0,25.067707,0.0,0.0,0.0,0.0,54.866066,0.0,0.0,43.911381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.486916,0.0,48.715008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.961876,0.0,0.0
NILS41,O2/O50,174.807465,,1411.180908,1014.23468,1716.101196,1038.901978,1836.475586,0.0,791.731018,818.425659,800.040161,1045.020996,691.688721,1603.028564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,52.928928,0.0,0.0,0.0,55.310204,497.310242,1804.17627,0.0,0.0,0.0,0.0,0.0,0.0,27.527933,527.62439,76.022476,0.0,0.0,561.95166,0.0,24.636633,0.0,0.0,0.0,0.0,54.512127,529.96283,0.0,43.485016,256.781982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.546734,0.0,48.480309,0.0,0.0,18.578867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.239542,0.0,0.0,29.948959,0.0,0.0
NILS42,O83,158.042816,R1,1404.061523,757.057739,1228.640503,1034.609619,1833.826172,1857.690308,758.520264,726.447083,719.51947,1045.020996,691.688721,1583.416626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.085876,63.422726,0.0,0.0,0.0,0.0,46.732208,21.869165,0.0,0.0,0.0,0.0,0.0,0.0,16.630074,530.211182,74.227913,0.0,0.0,561.118042,0.0,24.636633,0.0,0.0,0.0,0.0,49.520523,530.598938,0.0,42.258339,262.854675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.675358,0.0,49.942272,0.0,0.0,3039.188232,0.0,0.0,948.633972,767.758545,0.0,0.0,796.76239,29.680887,0.0,0.0,20.928619,0.0,0.0
NILS43,O2/O50,142.869354,,1401.659302,1011.639893,1716.101196,1038.901978,1836.475586,2226.794922,791.377686,738.846436,790.707458,1045.020996,689.431458,1599.45874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.705475,54.003014,84.673355,0.0,0.0,0.0,48.460503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.462925,526.835144,75.801537,0.0,0.0,561.95166,0.0,24.636633,0.0,0.0,0.0,0.0,54.618889,0.0,0.0,43.491974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778.74707,0.0,33.486916,0.0,48.715008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.961876,0.0,0.0
NILS44,O16,863.924072,,1393.194702,756.37207,1533.656128,1018.898621,1822.303467,2224.089355,755.988953,739.533875,789.401184,1043.168213,680.180847,1578.054565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.805073,1047.405273,0.0,0.0,0.0,0.0,47.553902,21.575033,889.037659,2601.881592,0.0,534.786987,41.925133,0.0,16.308849,527.62439,78.200371,18.619699,0.0,560.553833,0.0,24.629187,0.0,0.0,458.199432,0.0,49.405289,532.162354,0.0,41.666992,258.008881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.553589,0.0,463.885986,0.0,362.077148,0.0,0.0,19.287868,76.880676,0.0,0.0,0.0,0.0,0.0,0.0,30.66997,0.0,0.0,20.928619,0.0,0.0
NILS45,O83,158.303986,R1,741.566589,1012.409119,1225.974609,1035.87439,1836.475586,2236.594971,756.369263,714.885315,719.51947,1045.020996,691.688721,1594.192261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.915436,55.378704,84.439171,0.0,0.0,0.0,46.703278,0.0,0.0,0.0,159.560349,0.0,0.0,0.0,21.068859,527.62439,75.476715,0.0,0.0,561.95166,0.0,24.636633,217.48526,316.75882,0.0,0.0,49.520523,0.0,0.0,43.197273,31.332003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.486916,181.248642,48.705631,0.0,0.0,18.539154,0.0,261.714264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.040331,0.0,0.0
NILS46,O17/O73/O106/O44/O77,934.821838,,1404.923828,1011.639893,1516.675293,1024.96582,1836.475586,2225.95874,788.467896,762.926025,797.481567,1042.553467,691.688721,1584.839233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.439056,55.447037,82.235664,0.0,0.0,0.0,132.416443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.279034,529.947327,75.483543,0.0,0.0,561.95166,0.0,22.290815,0.0,0.0,0.0,315.683594,49.405289,555.926147,0.0,42.258339,254.183487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785.718811,0.0,33.563698,0.0,47.996498,0.0,0.0,18.576498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.963402,0.0,0.0,0.0,0.0,0.0
NILS47,O8,894.540588,R1,1407.337524,1011.639893,1228.322876,1022.576843,1834.819946,2228.585449,760.656311,768.522888,800.040161,1045.020996,688.608337,1604.86145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,55.44371,0.0,0.0,0.0,0.0,48.400963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.184668,527.62439,75.476715,0.0,0.0,561.95166,0.0,25.067707,0.0,0.0,0.0,0.0,54.866066,39.758484,0.0,44.510124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.338928,0.0,33.486916,0.0,48.715008,0.0,0.0,18.593729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.453083,0.0,0.0
NILS48,O83,159.052505,R1,1407.7146,1011.639893,1228.322876,1024.96582,1834.819946,2220.349121,760.656311,768.522888,800.040161,1045.020996,691.688721,1604.86145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,55.44371,0.0,0.0,0.0,0.0,48.512646,0.0,0.0,0.0,158.242355,0.0,0.0,0.0,19.184668,527.62439,75.476715,0.0,0.0,561.95166,0.0,25.067707,186.808823,310.860413,0.0,0.0,54.866066,0.0,0.0,43.911381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.486916,164.06189,48.715008,0.0,0.0,32.25367,0.0,197.999573,0.0,0.0,0.0,0.0,0.0,28.365896,0.0,0.0,25.324104,0.0,0.0
NILS49,O9,980.172241,R1,1407.7146,1014.23468,1717.422729,1024.96582,1836.475586,2228.585449,755.805359,730.083557,800.040161,1045.020996,691.688721,1602.267334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,49.873066,0.0,0.0,0.0,0.0,45.497952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.035923,527.62439,75.476715,0.0,0.0,561.95166,0.0,25.067707,0.0,0.0,0.0,0.0,54.515408,19.621449,0.0,41.512112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785.385315,0.0,33.917709,0.0,48.715008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.324104,0.0,0.0
NILS50,O83,155.903427,R1,1404.923828,1011.639893,1516.675293,1022.576843,1836.475586,2225.95874,788.467896,762.926025,797.481567,1043.168213,691.688721,1584.839233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.439056,55.447037,82.235664,0.0,0.0,707.488464,132.144485,39.943893,0.0,0.0,273.991211,0.0,0.0,0.0,20.279034,529.947327,75.483543,0.0,0.0,561.95166,0.0,2003.725342,585.111816,698.573547,0.0,2936.531494,49.405289,533.338135,0.0,68.035446,259.455841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785.718811,0.0,33.563698,164.941101,47.992954,0.0,0.0,17.602306,0.0,210.280197,0.0,0.0,0.0,0.0,0.0,30.705456,0.0,0.0,0.0,0.0,0.0
NILS51,O83,157.924591,R1,1397.326782,1009.957153,1710.209473,1032.220703,1833.89563,2223.689453,761.100159,745.53064,797.481567,1043.168213,691.688721,1581.34668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.306534,53.899544,83.384842,0.0,0.0,0.0,49.810131,0.0,0.0,0.0,73.078308,0.0,0.0,0.0,22.07366,529.947327,75.483543,0.0,0.0,560.365479,0.0,26.563612,210.107452,0.0,0.0,0.0,49.520523,0.0,0.0,43.553799,53.578831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.857605,0.0,33.486916,38.266747,47.776352,0.0,0.0,34.657318,0.0,58.740738,0.0,0.0,0.0,0.0,0.0,21.278927,0.0,0.0,35.96608,0.0,0.0
NILS52,O2/O50,892.447693,,1404.061523,757.057739,1516.675293,1034.609619,1836.475586,2223.189453,758.520264,726.447083,719.51947,1045.020996,691.688721,1581.878662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,55.447037,0.0,0.0,0.0,0.0,130.583069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.199383,530.211182,74.227913,0.0,0.0,561.118042,0.0,24.636633,0.0,0.0,0.0,315.336151,50.050068,555.926147,0.0,43.175259,254.278717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.675358,0.0,49.264771,0.0,0.0,18.315998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.012209,0.0,0.0,25.324104,0.0,0.0
NILS53,O16,863.924072,,1393.194702,756.37207,1533.656128,1021.287537,1822.303467,2224.089355,755.988953,739.533875,789.401184,1043.168213,680.180847,1581.713257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.805073,1047.08313,0.0,0.0,0.0,0.0,47.553902,21.575033,889.037659,2601.881592,0.0,534.786987,41.925133,0.0,16.548115,527.62439,75.472176,18.619699,0.0,560.553833,0.0,24.629187,0.0,0.0,458.199432,0.0,49.405289,532.162354,0.0,41.666992,258.008881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.650757,0.0,361.871246,0.0,0.0,19.287868,76.880676,0.0,0.0,0.0,0.0,0.0,0.0,30.66997,0.0,0.0,20.928619,0.0,0.0
NILS54,O2/O50,894.915161,,1386.031616,756.708618,1533.292847,1021.287537,1796.872681,2224.235107,777.097961,743.909973,788.870117,1043.168213,674.021973,1592.863892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.805073,55.248875,0.0,0.0,0.0,0.0,48.620743,21.53233,0.0,0.0,0.0,0.0,0.0,0.0,20.898268,527.62439,73.387306,18.619699,0.0,560.365479,0.0,24.629187,0.0,0.0,0.0,0.0,53.52776,532.041809,0.0,43.476727,257.153076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.649139,0.0,48.401321,0.0,0.0,18.094097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.668444,0.0,0.0,776.926514,0.0,0.0
NILS55,O25,888.763733,,1393.194702,756.37207,1533.656128,1021.287537,1822.303467,2221.843506,755.988953,739.533875,789.401184,1043.168213,680.180847,1584.753662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.085876,55.650299,81.231308,0.0,0.0,0.0,47.332169,21.869165,0.0,0.0,0.0,0.0,0.0,0.0,19.277206,527.62439,75.472176,18.619699,0.0,560.553833,0.0,24.629187,0.0,0.0,0.0,0.0,49.405289,530.598938,0.0,44.666111,262.854675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.830841,0.0,33.649139,0.0,50.887733,0.0,0.0,3039.188232,0.0,0.0,948.633972,767.758545,0.0,0.0,796.76239,29.680887,0.0,0.0,20.928619,0.0,0.0
NILS56,O25,390.099182,,1389.589233,1007.02771,1712.124512,1032.220703,1833.89563,2214.104248,758.520264,726.447083,719.51947,1045.020996,691.688721,1584.56897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,55.954426,0.0,0.0,0.0,0.0,49.880985,28.034498,0.0,0.0,0.0,0.0,0.0,2067.304688,25.935385,529.947327,75.483543,0.0,0.0,563.582886,0.0,24.650904,0.0,0.0,0.0,0.0,1915.38916,194.589783,0.0,43.567703,258.177399,0.0,0.0,0.0,0.0,0.0,67.728966,0.0,767.889404,0.0,33.486916,0.0,48.66927,0.0,0.0,18.592855,0.0,0.0,0.0,0.0,160.520264,959.439758,0.0,30.942369,51.537834,160.590714,776.926514,0.0,0.0
NILS57,O1,840.322327,R1,1384.172852,994.856995,1707.84314,1018.898621,1823.706421,2220.063721,785.938843,776.786255,788.870117,1043.168213,680.180847,1586.069702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.805073,55.61937,0.0,0.0,0.0,0.0,47.233273,21.899082,0.0,0.0,0.0,0.0,0.0,0.0,19.412785,527.883301,75.277939,18.619699,0.0,560.919983,0.0,62.654694,0.0,0.0,0.0,0.0,53.710827,532.041809,0.0,72.115509,253.604019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.649139,0.0,47.799351,0.0,0.0,17.45149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.958706,0.0,0.0,25.324104,0.0,0.0
NILS58,O83,158.76329,R1,1380.503418,1010.464722,1705.637329,1018.898621,1796.872681,2223.227783,779.344055,775.059937,788.870117,1043.168213,680.180847,1587.427368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.085876,63.422726,0.0,0.0,0.0,0.0,47.08197,21.188593,0.0,0.0,0.0,0.0,0.0,0.0,26.334028,527.62439,75.483543,18.619699,0.0,559.598694,0.0,24.629187,0.0,0.0,0.0,0.0,53.710827,534.30658,0.0,42.381424,260.025208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.477913,0.0,50.80645,0.0,0.0,3064.55542,0.0,0.0,963.242493,775.138367,0.0,0.0,803.133728,30.585901,0.0,0.0,25.324104,0.0,0.0
NILS59,O6,962.27124,R1,1386.031616,756.708618,1533.292847,1018.898621,1798.280762,2222.256592,754.269226,737.957458,788.870117,1043.168213,680.180847,1590.494141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.805073,63.422726,0.0,0.0,0.0,0.0,49.839581,21.878237,0.0,83.822884,0.0,0.0,169.658051,0.0,19.412785,527.62439,75.277939,18.619699,0.0,556.299438,0.0,24.629187,0.0,0.0,0.0,0.0,53.710827,534.30658,0.0,43.388737,261.462158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.07251,0.0,33.649139,0.0,49.942272,0.0,0.0,17.375666,2612.234863,0.0,0.0,0.0,0.0,0.0,0.0,52.497681,0.0,0.0,35.391483,0.0,0.0
NILS60,O83,159.84346,R1,1211.561035,996.003296,1227.535278,1021.287537,1821.21106,1313.777466,781.875183,743.856628,797.481567,1043.168213,691.688721,1582.455811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,63.422726,28.154966,0.0,0.0,0.0,46.470421,0.0,0.0,64.895531,0.0,0.0,0.0,0.0,0.0,527.62439,75.304329,18.619699,0.0,560.365479,0.0,24.636633,0.0,0.0,0.0,24.179665,49.568794,0.0,0.0,41.934361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.518867,0.0,49.942272,0.0,0.0,71.025642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.324104,0.0,0.0
NILS61,O2/O50,894.915161,,1386.031616,756.708618,1700.870361,1021.287537,1822.303467,2223.227783,777.097961,508.774231,788.870117,1043.168213,680.180847,1594.658447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.570877,54.151245,80.576401,0.0,0.0,499.74939,49.376148,55.438538,0.0,0.0,0.0,0.0,0.0,0.0,20.527884,527.62439,75.483543,18.619699,0.0,560.365479,0.0,427.567596,0.0,0.0,91.185005,1054.123535,53.041233,534.30658,0.0,68.725189,260.418121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.583191,0.0,33.649139,0.0,48.581867,0.0,0.0,18.094097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.66066,0.0,0.0,30.590607,0.0,0.0
NILS62,O2/O50,894.915161,,1386.031616,756.708618,1533.292847,1021.287537,1822.303467,2224.235107,777.097961,743.909973,788.870117,1043.168213,677.508118,1592.863892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.805073,55.248875,0.0,0.0,0.0,0.0,48.68214,21.53233,0.0,0.0,0.0,0.0,0.0,0.0,20.898268,527.62439,73.387306,18.619699,0.0,560.365479,0.0,24.629187,0.0,0.0,0.0,0.0,53.52776,532.041809,0.0,43.546165,257.153076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.649139,0.0,48.401321,0.0,0.0,18.094097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.668444,0.0,0.0,776.926514,0.0,0.0
NILS63,O83,159.780991,R1,1389.495361,1010.464722,1537.325195,1021.287537,1822.303467,2218.499268,755.988953,739.533875,791.505066,1043.168213,680.180847,1583.064575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.805073,55.650299,0.0,0.0,0.0,0.0,45.955917,21.58474,0.0,0.0,176.378281,0.0,0.0,0.0,19.919739,527.62439,83.02626,18.619699,404.856995,560.365479,0.0,24.629187,213.000183,314.307465,0.0,0.0,84.722618,534.632812,0.0,41.683655,261.635956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.768219,33.649139,298.149292,50.775734,178.303253,152.124191,22.272308,0.0,577.676636,0.0,0.0,0.0,0.0,0.0,30.920065,0.0,0.0,25.281931,0.0,0.0
